TRANSACTION_ID;TRANSACTION_DATE;TRANSACTION_TIME;TRANSACTION_QTY;STORE_ID;STORE_LOCATION;PRODUCT_ID;UNIT_PRICE;PRODUCT_CATEGORY;PRODUCT_TYPE;PRODUCT_DETAIL;TIME_BUCKETS;MONTH_ID;TOTAL_SALES2;WEEKDAY
82019;2023/05/02;48:33,0;1;8;Hell's Kitchen;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82020;2023/05/02;48:53,0;1;8;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202305;3;Tuesday
82021;2023/05/02;49:20,0;2;8;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;Afternoon 12PM-4PM;202305;6,2;Tuesday
82022;2023/05/02;50:39,0;2;8;Hell's Kitchen;49;3;Tea;Brewed Black tea;English Breakfast Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82023;2023/05/02;50:53,0;1;3;Astoria;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82024;2023/05/02;51:23,0;1;3;Astoria;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202305;3;Tuesday
82025;2023/05/02;51:28,0;2;5;Lower Manhattan;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82026;2023/05/02;51:43,0;2;3;Astoria;60;3,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;Afternoon 12PM-4PM;202305;7,5;Tuesday
82027;2023/05/02;53:40,0;1;3;Astoria;42;2,5;Tea;Brewed herbal tea;Lemon Grass Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82028;2023/05/02;53:55,0;2;3;Astoria;59;4,5;Drinking Chocolate;Hot chocolate;Dark chocolate Lg;Afternoon 12PM-4PM;202305;9;Tuesday
82029;2023/05/02;54:04,0;2;8;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82030;2023/05/02;54:33,0;2;3;Astoria;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202305;6;Tuesday
82031;2023/05/02;55:38,0;2;8;Hell's Kitchen;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202305;7,5;Tuesday
82032;2023/05/02;56:01,0;2;5;Lower Manhattan;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202305;6;Tuesday
82033;2023/05/02;57:52,0;1;5;Lower Manhattan;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202305;3,75;Tuesday
82034;2023/05/02;58:28,0;2;8;Hell's Kitchen;46;2,5;Tea;Brewed Green tea;Serenity Green Tea Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82035;2023/05/02;00:31,0;2;8;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202305;6;Tuesday
82036;2023/05/02;02:22,0;2;5;Lower Manhattan;42;2,5;Tea;Brewed herbal tea;Lemon Grass Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82037;2023/05/02;02:40,0;2;8;Hell's Kitchen;45;3;Tea;Brewed herbal tea;Peppermint Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82038;2023/05/02;02:52,0;1;3;Astoria;61;4,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Lg;Afternoon 12PM-4PM;202305;4,75;Tuesday
82039;2023/05/02;03:12,0;2;3;Astoria;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202305;6;Tuesday
82040;2023/05/02;03:12,0;1;3;Astoria;73;3,75;Bakery;Pastry;Almond Croissant;Afternoon 12PM-4PM;202305;3,75;Tuesday
82041;2023/05/02;05:22,0;1;3;Astoria;27;3,5;Coffee;Organic brewed coffee;Brazilian Lg;Afternoon 12PM-4PM;202305;3,5;Tuesday
82042;2023/05/02;05:22,0;1;3;Astoria;79;3,75;Bakery;Scone;Jumbo Savory Scone;Afternoon 12PM-4PM;202305;3,75;Tuesday
82043;2023/05/02;05:51,0;2;3;Astoria;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82044;2023/05/02;06:24,0;2;8;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;Afternoon 12PM-4PM;202305;6,2;Tuesday
82045;2023/05/02;06:52,0;2;5;Lower Manhattan;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82046;2023/05/02;06:52,0;1;5;Lower Manhattan;75;3,5;Bakery;Pastry;Croissant;Afternoon 12PM-4PM;202305;3,5;Tuesday
82047;2023/05/02;08:18,0;2;3;Astoria;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82048;2023/05/02;09:48,0;2;5;Lower Manhattan;31;2,2;Coffee;Gourmet brewed coffee;Ethiopia Sm;Afternoon 12PM-4PM;202305;4,4;Tuesday
82049;2023/05/02;10:07,0;1;3;Astoria;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82050;2023/05/02;10:48,0;1;8;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82051;2023/05/02;10:56,0;2;5;Lower Manhattan;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202305;6;Tuesday
82052;2023/05/02;10:56,0;1;5;Lower Manhattan;72;3,25;Bakery;Scone;Ginger Scone;Afternoon 12PM-4PM;202305;3,25;Tuesday
82053;2023/05/02;11:02,0;2;8;Hell's Kitchen;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202305;4;Tuesday
82054;2023/05/02;11:02,0;1;8;Hell's Kitchen;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202305;3;Tuesday
82055;2023/05/02;12:44,0;1;3;Astoria;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82056;2023/05/02;14:03,0;1;3;Astoria;29;2,5;Coffee;Gourmet brewed coffee;Columbian Medium Roast Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82057;2023/05/02;14:47,0;1;3;Astoria;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202305;3;Tuesday
82058;2023/05/02;15:03,0;1;3;Astoria;40;3,75;Coffee;Barista Espresso;Cappuccino;Afternoon 12PM-4PM;202305;3,75;Tuesday
82059;2023/05/02;15:03,0;1;3;Astoria;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202305;3;Tuesday
82060;2023/05/02;15:24,0;2;8;Hell's Kitchen;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202305;7,5;Tuesday
82061;2023/05/02;16:24,0;1;8;Hell's Kitchen;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82062;2023/05/02;16:47,0;1;8;Hell's Kitchen;87;3;Coffee;Barista Espresso;Ouro Brasileiro shot;Afternoon 12PM-4PM;202305;3;Tuesday
82063;2023/05/02;17:08,0;2;3;Astoria;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82064;2023/05/02;18:41,0;1;5;Lower Manhattan;59;4,5;Drinking Chocolate;Hot chocolate;Dark chocolate Lg;Afternoon 12PM-4PM;202305;4,5;Tuesday
82065;2023/05/02;18:50,0;2;3;Astoria;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202305;4;Tuesday
82066;2023/05/02;19:21,0;2;3;Astoria;61;4,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Lg;Afternoon 12PM-4PM;202305;9,5;Tuesday
82067;2023/05/02;19:21,0;1;3;Astoria;69;3,25;Bakery;Biscotti;Hazelnut Biscotti;Afternoon 12PM-4PM;202305;3,25;Tuesday
82068;2023/05/02;19:41,0;2;8;Hell's Kitchen;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202305;6;Tuesday
82069;2023/05/02;19:46,0;1;3;Astoria;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82070;2023/05/02;22:19,0;2;8;Hell's Kitchen;28;2;Coffee;Gourmet brewed coffee;Columbian Medium Roast Sm;Afternoon 12PM-4PM;202305;4;Tuesday
82071;2023/05/02;22:38,0;2;3;Astoria;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202305;7,5;Tuesday
82072;2023/05/02;22:42,0;2;3;Astoria;55;4;Tea;Brewed Chai tea;Morning Sunrise Chai Lg;Afternoon 12PM-4PM;202305;8;Tuesday
82073;2023/05/02;23:43,0;1;3;Astoria;29;2,5;Coffee;Gourmet brewed coffee;Columbian Medium Roast Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82074;2023/05/02;23:43,0;1;3;Astoria;78;4,5;Bakery;Scone;Scottish Cream Scone ;Afternoon 12PM-4PM;202305;4,5;Tuesday
82075;2023/05/02;24:52,0;2;5;Lower Manhattan;48;2,5;Tea;Brewed Black tea;English Breakfast Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82076;2023/05/02;26:08,0;1;3;Astoria;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82077;2023/05/02;26:22,0;2;5;Lower Manhattan;42;2,5;Tea;Brewed herbal tea;Lemon Grass Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82078;2023/05/02;26:22,0;1;5;Lower Manhattan;69;3,25;Bakery;Biscotti;Hazelnut Biscotti;Afternoon 12PM-4PM;202305;3,25;Tuesday
82079;2023/05/02;27:36,0;2;3;Astoria;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82080;2023/05/02;27:36,0;1;3;Astoria;69;3,25;Bakery;Biscotti;Hazelnut Biscotti;Afternoon 12PM-4PM;202305;3,25;Tuesday
82081;2023/05/02;27:43,0;1;3;Astoria;58;3,5;Drinking Chocolate;Hot chocolate;Dark chocolate Rg;Afternoon 12PM-4PM;202305;3,5;Tuesday
82082;2023/05/02;28:23,0;2;5;Lower Manhattan;38;3,75;Coffee;Barista Espresso;Latte;Afternoon 12PM-4PM;202305;7,5;Tuesday
82083;2023/05/02;28:35,0;2;5;Lower Manhattan;87;3;Coffee;Barista Espresso;Ouro Brasileiro shot;Afternoon 12PM-4PM;202305;6;Tuesday
82084;2023/05/02;29:10,0;1;3;Astoria;57;3,1;Tea;Brewed Chai tea;Spicy Eye Opener Chai Lg;Afternoon 12PM-4PM;202305;3,1;Tuesday
82085;2023/05/02;29:31,0;2;5;Lower Manhattan;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82086;2023/05/02;29:58,0;2;8;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82087;2023/05/02;29:58,0;1;8;Hell's Kitchen;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202305;3;Tuesday
82088;2023/05/02;30:51,0;1;8;Hell's Kitchen;40;3,75;Coffee;Barista Espresso;Cappuccino;Afternoon 12PM-4PM;202305;3,75;Tuesday
82089;2023/05/02;31:33,0;2;3;Astoria;61;4,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Lg;Afternoon 12PM-4PM;202305;9,5;Tuesday
82090;2023/05/02;31:33,0;1;3;Astoria;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202305;3;Tuesday
82091;2023/05/02;31:43,0;1;5;Lower Manhattan;57;3,1;Tea;Brewed Chai tea;Spicy Eye Opener Chai Lg;Afternoon 12PM-4PM;202305;3,1;Tuesday
82092;2023/05/02;32:32,0;1;5;Lower Manhattan;46;2,5;Tea;Brewed Green tea;Serenity Green Tea Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82093;2023/05/02;32:44,0;2;8;Hell's Kitchen;45;3;Tea;Brewed herbal tea;Peppermint Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82094;2023/05/02;33:36,0;2;5;Lower Manhattan;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202305;6;Tuesday
82095;2023/05/02;33:36,0;1;5;Lower Manhattan;74;3,5;Bakery;Biscotti;Ginger Biscotti;Afternoon 12PM-4PM;202305;3,5;Tuesday
82096;2023/05/02;34:31,0;1;5;Lower Manhattan;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202305;3;Tuesday
82097;2023/05/02;34:44,0;2;5;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee;Jamaican Coffee River Sm;Afternoon 12PM-4PM;202305;4,9;Tuesday
82098;2023/05/02;34:46,0;2;3;Astoria;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82099;2023/05/02;34:48,0;2;5;Lower Manhattan;28;2;Coffee;Gourmet brewed coffee;Columbian Medium Roast Sm;Afternoon 12PM-4PM;202305;4;Tuesday
82100;2023/05/02;35:22,0;1;8;Hell's Kitchen;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82101;2023/05/02;35:22,0;1;8;Hell's Kitchen;69;3,25;Bakery;Biscotti;Hazelnut Biscotti;Afternoon 12PM-4PM;202305;3,25;Tuesday
82102;2023/05/02;36:01,0;2;5;Lower Manhattan;41;4,25;Coffee;Barista Espresso;Cappuccino Lg;Afternoon 12PM-4PM;202305;8,5;Tuesday
82103;2023/05/02;36:01,0;1;5;Lower Manhattan;79;3,75;Bakery;Scone;Jumbo Savory Scone;Afternoon 12PM-4PM;202305;3,75;Tuesday
82104;2023/05/02;36:16,0;2;8;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82105;2023/05/02;36:29,0;2;8;Hell's Kitchen;46;2,5;Tea;Brewed Green tea;Serenity Green Tea Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82106;2023/05/02;36:50,0;2;8;Hell's Kitchen;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202305;4;Tuesday
82107;2023/05/02;36:50,0;1;8;Hell's Kitchen;70;3,25;Bakery;Scone;Cranberry Scone;Afternoon 12PM-4PM;202305;3,25;Tuesday
82108;2023/05/02;38:44,0;2;5;Lower Manhattan;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82109;2023/05/02;39:16,0;2;5;Lower Manhattan;38;3,75;Coffee;Barista Espresso;Latte;Afternoon 12PM-4PM;202305;7,5;Tuesday
82110;2023/05/02;39:16,0;1;5;Lower Manhattan;72;3,25;Bakery;Scone;Ginger Scone;Afternoon 12PM-4PM;202305;3,25;Tuesday
82111;2023/05/02;40:55,0;2;8;Hell's Kitchen;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82112;2023/05/02;41:09,0;1;8;Hell's Kitchen;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82113;2023/05/02;41:09,0;1;8;Hell's Kitchen;69;3,25;Bakery;Biscotti;Hazelnut Biscotti;Afternoon 12PM-4PM;202305;3,25;Tuesday
82114;2023/05/02;41:55,0;2;5;Lower Manhattan;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82115;2023/05/02;41:55,0;1;5;Lower Manhattan;74;3,5;Bakery;Biscotti;Ginger Biscotti;Afternoon 12PM-4PM;202305;3,5;Tuesday
82116;2023/05/02;42:50,0;1;8;Hell's Kitchen;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82117;2023/05/02;47:02,0;1;3;Astoria;33;3,5;Coffee;Gourmet brewed coffee;Ethiopia Lg;Afternoon 12PM-4PM;202305;3,5;Tuesday
82118;2023/05/02;47:40,0;1;5;Lower Manhattan;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202305;2;Tuesday
82119;2023/05/02;49:27,0;1;5;Lower Manhattan;42;2,5;Tea;Brewed herbal tea;Lemon Grass Rg;Afternoon 12PM-4PM;202305;2,5;Tuesday
82120;2023/05/02;49:27,0;1;5;Lower Manhattan;78;4,5;Bakery;Scone;Scottish Cream Scone ;Afternoon 12PM-4PM;202305;4,5;Tuesday
82121;2023/05/02;50:12,0;2;3;Astoria;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82122;2023/05/02;50:12,0;1;3;Astoria;79;3,75;Bakery;Scone;Jumbo Savory Scone;Afternoon 12PM-4PM;202305;3,75;Tuesday
82123;2023/05/02;50:27,0;2;5;Lower Manhattan;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82124;2023/05/02;51:29,0;1;5;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee;Jamaican Coffee River Sm;Afternoon 12PM-4PM;202305;2,45;Tuesday
82125;2023/05/02;51:42,0;1;8;Hell's Kitchen;31;2,2;Coffee;Gourmet brewed coffee;Ethiopia Sm;Afternoon 12PM-4PM;202305;2,2;Tuesday
82126;2023/05/02;51:43,0;2;3;Astoria;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82127;2023/05/02;51:50,0;2;8;Hell's Kitchen;27;3,5;Coffee;Organic brewed coffee;Brazilian Lg;Afternoon 12PM-4PM;202305;7;Tuesday
82128;2023/05/02;51:50,0;1;8;Hell's Kitchen;74;3,5;Bakery;Biscotti;Ginger Biscotti;Afternoon 12PM-4PM;202305;3,5;Tuesday
82129;2023/05/02;52:14,0;2;5;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee;Jamaican Coffee River Sm;Afternoon 12PM-4PM;202305;4,9;Tuesday
82130;2023/05/02;52:58,0;1;8;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea;Spicy Eye Opener Chai Rg;Afternoon 12PM-4PM;202305;2,55;Tuesday
82131;2023/05/02;53:27,0;1;8;Hell's Kitchen;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82132;2023/05/02;55:19,0;1;5;Lower Manhattan;55;4;Tea;Brewed Chai tea;Morning Sunrise Chai Lg;Afternoon 12PM-4PM;202305;4;Tuesday
82133;2023/05/02;55:19,0;1;5;Lower Manhattan;79;3,75;Bakery;Scone;Jumbo Savory Scone;Afternoon 12PM-4PM;202305;3,75;Tuesday
82134;2023/05/02;56:30,0;2;3;Astoria;28;2;Coffee;Gourmet brewed coffee;Columbian Medium Roast Sm;Afternoon 12PM-4PM;202305;4;Tuesday
82135;2023/05/02;56:47,0;2;8;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82136;2023/05/02;56:59,0;2;8;Hell's Kitchen;33;3,5;Coffee;Gourmet brewed coffee;Ethiopia Lg;Afternoon 12PM-4PM;202305;7;Tuesday
82137;2023/05/02;57:14,0;2;3;Astoria;24;3;Coffee;Drip coffee;Our Old Time Diner Blend Lg;Afternoon 12PM-4PM;202305;6;Tuesday
82138;2023/05/02;58:07,0;2;5;Lower Manhattan;29;2,5;Coffee;Gourmet brewed coffee;Columbian Medium Roast Rg;Afternoon 12PM-4PM;202305;5;Tuesday
82139;2023/05/02;59:04,0;1;5;Lower Manhattan;35;3,1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;Afternoon 12PM-4PM;202305;3,1;Tuesday
82140;2023/05/02;59:08,0;1;5;Lower Manhattan;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202305;3;Tuesday
82141;2023/05/02;59:11,0;1;3;Astoria;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202305;3;Tuesday
82142;2023/05/02;00:33,0;2;3;Astoria;51;3;Tea;Brewed Black tea;Earl Grey Lg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82143;2023/05/02;00:33,0;1;3;Astoria;78;4,5;Bakery;Scone;Scottish Cream Scone ;Peak Afternoon Rush 4PM-5PM;202305;4,5;Tuesday
82144;2023/05/02;01:49,0;2;5;Lower Manhattan;39;4,25;Coffee;Barista Espresso;Latte Rg;Peak Afternoon Rush 4PM-5PM;202305;8,5;Tuesday
82145;2023/05/02;02:09,0;1;5;Lower Manhattan;40;3,75;Coffee;Barista Espresso;Cappuccino;Peak Afternoon Rush 4PM-5PM;202305;3,75;Tuesday
82146;2023/05/02;02:21,0;1;5;Lower Manhattan;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Peak Afternoon Rush 4PM-5PM;202305;2,5;Tuesday
82147;2023/05/02;02:46,0;1;5;Lower Manhattan;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Peak Afternoon Rush 4PM-5PM;202305;3;Tuesday
82148;2023/05/02;02:48,0;2;3;Astoria;55;4;Tea;Brewed Chai tea;Morning Sunrise Chai Lg;Peak Afternoon Rush 4PM-5PM;202305;8;Tuesday
82149;2023/05/02;03:38,0;2;3;Astoria;25;2,2;Coffee;Organic brewed coffee;Brazilian Sm;Peak Afternoon Rush 4PM-5PM;202305;4,4;Tuesday
82150;2023/05/02;05:18,0;1;5;Lower Manhattan;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Peak Afternoon Rush 4PM-5PM;202305;2,5;Tuesday
82151;2023/05/02;05:57,0;1;8;Hell's Kitchen;87;3;Coffee;Barista Espresso;Ouro Brasileiro shot;Peak Afternoon Rush 4PM-5PM;202305;3;Tuesday
82152;2023/05/02;08:34,0;1;8;Hell's Kitchen;33;3,5;Coffee;Gourmet brewed coffee;Ethiopia Lg;Peak Afternoon Rush 4PM-5PM;202305;3,5;Tuesday
82153;2023/05/02;09:17,0;1;3;Astoria;39;4,25;Coffee;Barista Espresso;Latte Rg;Peak Afternoon Rush 4PM-5PM;202305;4,25;Tuesday
82154;2023/05/02;09:45,0;2;3;Astoria;45;3;Tea;Brewed herbal tea;Peppermint Lg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82155;2023/05/02;11:57,0;2;8;Hell's Kitchen;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82156;2023/05/02;12:01,0;2;8;Hell's Kitchen;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82157;2023/05/02;12:22,0;1;5;Lower Manhattan;29;2,5;Coffee;Gourmet brewed coffee;Columbian Medium Roast Rg;Peak Afternoon Rush 4PM-5PM;202305;2,5;Tuesday
82158;2023/05/02;12:40,0;1;5;Lower Manhattan;30;3;Coffee;Gourmet brewed coffee;Columbian Medium Roast Lg;Peak Afternoon Rush 4PM-5PM;202305;3;Tuesday
82159;2023/05/02;13:06,0;1;8;Hell's Kitchen;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Peak Afternoon Rush 4PM-5PM;202305;2;Tuesday
82160;2023/05/02;14:09,0;1;5;Lower Manhattan;30;3;Coffee;Gourmet brewed coffee;Columbian Medium Roast Lg;Peak Afternoon Rush 4PM-5PM;202305;3;Tuesday
82161;2023/05/02;14:09,0;1;5;Lower Manhattan;78;4,5;Bakery;Scone;Scottish Cream Scone ;Peak Afternoon Rush 4PM-5PM;202305;4,5;Tuesday
82162;2023/05/02;14:12,0;2;3;Astoria;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82163;2023/05/02;14:35,0;2;5;Lower Manhattan;48;2,5;Tea;Brewed Black tea;English Breakfast Rg;Peak Afternoon Rush 4PM-5PM;202305;5;Tuesday
82164;2023/05/02;17:40,0;1;8;Hell's Kitchen;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Peak Afternoon Rush 4PM-5PM;202305;2,5;Tuesday
82165;2023/05/02;18:13,0;2;8;Hell's Kitchen;24;3;Coffee;Drip coffee;Our Old Time Diner Blend Lg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82166;2023/05/02;18:15,0;2;3;Astoria;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82167;2023/05/02;18:29,0;2;8;Hell's Kitchen;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Peak Afternoon Rush 4PM-5PM;202305;6;Tuesday
82168;2023/05/02;18:32,0;1;5;Lower Manhattan;59;4,5;Drinking Chocolate;Hot chocolate;Dark chocolate Lg;Peak Afternoon Rush 4PM-5PM;202305;4,5;Tuesday
82169;2023/05/02;19:33,0;1;3;Astoria;38;3,75;Coffee;Barista Espresso;Latte;Peak Afternoon Rush 4PM-5PM;202305;3,75;Tuesday
82170;2023/05/02;19:48,0;2;5;Lower Manhattan;60;3,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;Peak Afternoon Rush 4PM-5PM;202305;7,5;Tuesday
82171;2023/05/02;19:48,0;1;5;Lower Manhattan;78;4,5;Bakery;Scone;Scottish Cream Scone ;Peak Afternoon Rush 4PM-5PM;202305;4,5;Tuesday
82172;2023/05/02;20:03,0;2;8;Hell's Kitchen;42;2,5;Tea;Brewed herbal tea;Lemon Grass Rg;Peak Afternoon Rush 4PM-5PM;202305;5;Tuesday
82173;2023/05/02;20:32,0;1;3;Astoria;30;3;Coffee;Gourmet brewed coffee;Columbian Medium Roast Lg;Peak Afternoon Rush 4PM-5PM;202305;3;Tuesday
82174;2023/05/02;21:55,0;2;5;Lower Manhattan;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Peak Afternoon Rush 4PM-5PM;202305;5;Tuesday
82175;2023/05/02;21:59,0;1;8;Hell's Kitchen;49;3;Tea;Brewed Black tea;English Breakfast Lg;Peak Afternoon Rush 4PM-5PM;202305;3;Tuesday
82176;2023/05/02;22:25,0;1;3;Astoria;48;2,5;Tea;Brewed Black tea;English Breakfast Rg;Peak Afternoon Rush 4PM-5PM;202305;2,5;Tuesday
82177;2023/05/02;22:30,0;2;3;Astoria;27;3,5;Coffee;Organic brewed coffee;Brazilian Lg;Peak Afternoon Rush 4PM-5PM;202305;7;Tuesday
82178;2023/05/02;24:06,0;1;8;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Peak Afternoon Rush 4PM-5PM;202305;2,5;Tuesday
82179;2023/05/02;24:22,0;1;5;Lower Manhattan;40;3,75;Coffee;Barista Espresso;Cappuccino;Peak Afternoon Rush 4PM-5PM;202305;3,75;Tuesday
